country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action correctly captured,Audit outcome,associate_resolve date,Type of audit,"If data correctly captured is ""No"" reason:"
GB,annaroc,,A3AX19G3OOJMB7,A3AX19G3OOJMB7,Amigos,mmmhusse,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,ekkonark,Declined SIV,,,,,,,,15/07/2021,Task Outcome,
US,annaroc,,AZGVI8ZYXT0VT,AZGVI8ZYXT0VT,Amigos,sybareed,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,retanaer,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
GB,annaroc,,A2W46GDD5NV0U3,A2W46GDD5NV0U3,Amigos,felimz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,josmorz,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
GB,annaroc,,AI1Z7GBVSPWZE,AI1Z7GBVSPWZE,Amigos,vatsalg,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,mnghiem,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,annaroc,,A2SIC3LHF5HWWY,A2SIC3LHF5HWWY,Amigos,swua,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,shunfenl,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
CN,annaroc,,A3NY9PVSWT31W,A3NY9PVSWT31W,Amigos,tiachn,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yawez,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
KR,annaroc,,ARAJYOVSGXJJC,ARAJYOVSGXJJC,Amigos,kjeehoon,28,Transfer,,,,,,,2.00004E+13,US_Compliance_Verifiedid_Approval_KR,ekkonark,Approved SIV,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,A1QNI0BN1MM2QD,A1QNI0BN1MM2QD,Amigos,liutng,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yzhoamz,Declined SIV,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,ALAV4HIL8BS87,ALAV4HIL8BS87,Amigos,guanwan,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,fionago,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,AV909N6KLDEID,AV909N6KLDEID,Amigos,linchulu,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yutiaqin,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,A19LZIOP3W8KFS,A19LZIOP3W8KFS,Amigos,yuxuz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,weinguan,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,annaroc,,A2PTLW44UDGCUX,A2PTLW44UDGCUX,Amigos,yingcut,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,ykek,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
KR,annaroc,,A38J0GAG1CVV2,A38J0GAG1CVV2,Amigos,hyosung,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,karlchao,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,annaroc,,AWLQ1VC24W2SL,AWLQ1VC24W2SL,Amigos,yangyanf,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yaqizha,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CN,annaroc,,A1VEA5GNFPI2UZ,A1VEA5GNFPI2UZ,Amigos,hailonli,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,luxuelia,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CN,annaroc,,AQNERSDXT46RN,AQNERSDXT46RN,Amigos,conpeng,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,shaolz,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,annaroc,,A2MMX3QFTV3U8X,A2MMX3QFTV3U8X,Amigos,zqiumin,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,xinmengg,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,annaroc,,A31TXLRCFSDCH3,A31TXLRCFSDCH3,Amigos,rongyfan,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zyinghua,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,annaroc,,A337806SZTT6O9,A337806SZTT6O9,Amigos,yixues,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,tingyach,Declined SIV,,,,,,,,12/07/2021,Task Outcome,
CN,annaroc,,A2F9GU4XNPL5T9,A2F9GU4XNPL5T9,Amigos,hailonli,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,baohanz,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,A32HHCIEKUFTYX,A32HHCIEKUFTYX,Amigos,peifanq,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,liunwe,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,annaroc,,A339DLYYYF8D7A,A339DLYYYF8D7A,Amigos,jiahuluo,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,penghaoz,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CN,annaroc,,A2P61FWO6X40MN,A2P61FWO6X40MN,Amigos,zhashimi,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yutiaqin,Approved SIV,,,,,,,,14/07/2021,Task Outcome,
CN,annaroc,,A36NT8EXV75LQA,A36NT8EXV75LQA,Amigos,tiachn,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,tianyuli,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,annaroc,,A2GYR5ZPEJYXQS,A2GYR5ZPEJYXQS,Amigos,lxioyin,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zhongd,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,annaroc,,A2BSUQ3A63GDK6,A2BSUQ3A63GDK6,Amigos,wttng,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,baohanz,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,annaroc,,A1WED8QAQ73AJ8,A1WED8QAQ73AJ8,Amigos,wgaoamz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,horicash,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
US,shufewen,,A2EORRZCMEERC0,A2EORRZCMEERC0,Amigos,rmarenco,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,milarami,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
GB,shufewen,,A3OFEN3YNP3N05,A3OFEN3YNP3N05,Amigos,cyntaziz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,roogip,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CA,shufewen,,A283QEUZ5MVLZ1,A283QEUZ5MVLZ1,Amigos,jasbonil,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,barzunv,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
US,shufewen,,A4MFRSKBNV5RO,A4MFRSKBNV5RO,Amigos,jusbeson,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,caong,Approved SIV,,,,,,,,13/07/2021,Task Outcome,
GB,shufewen,,A2JINKXYTM6QSS,A2JINKXYTM6QSS,Amigos,beveervi,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,sebastcr,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
US,shufewen,,A14GA80LPL5G1Q,A14GA80LPL5G1Q,Amigos,fmarabl,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,barzunv,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
US,shufewen,,A2P7Z4VJSUS3FV,A2P7Z4VJSUS3FV,Amigos,bkripa,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,kccerdas,Approved SIV,,,,,,,,14/07/2021,Task Outcome,
CA,shufewen,,A2JX44OBRHIME3,A2JX44OBRHIME3,Amigos,vmahrah,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,vicporra,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
GB,shufewen,,A3MT5CEC06E6XJ,A3MT5CEC06E6XJ,Amigos,zjosen,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,mellizan,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
US,shufewen,,A2ED71E75M488H,A2ED71E75M488H,Amigos,axelacay,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,karlchao,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
US,shufewen,,A2OADAE7AGUT1M,A2OADAE7AGUT1M,Amigos,robedus,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,karlchao,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
US,shufewen,,A3FOWAP75DTJPM,A3FOWAP75DTJPM,Amigos,kurapatb,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,bodario,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,A34BVMCJMXTPX4,A34BVMCJMXTPX4,Amigos,zehuadon,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,xinrul,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,AZL9RNZST7ROM,AZL9RNZST7ROM,Amigos,hyanhui,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,tingzon,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A20WBAWLKA7JG1,A20WBAWLKA7JG1,Amigos,yanfenla,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,xiaoygao,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,shufewen,,A1U64XFJ5KY4US,A1U64XFJ5KY4US,Amigos,conpeng,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,hsiyuchi,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A1NRK533DLOSMW,A1NRK533DLOSMW,Amigos,jiapenw,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,tingzon,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A3MER1UQL7B2JK,A3MER1UQL7B2JK,Amigos,yueliali,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zhongd,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,A3419816TIREJ2,A3419816TIREJ2,Amigos,cuiyu,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yamng,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A1KHL3RE0KNL6U,A1KHL3RE0KNL6U,Amigos,wanwenli,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,wehui,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,shufewen,,A2MIQ9G5K74D81,A2MIQ9G5K74D81,Amigos,shaoranh,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zyinghua,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,A1XF1YG519MUB9,A1XF1YG519MUB9,Amigos,cuizeyi,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yaqizha,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,A3OWOKK2BM5EL3,A3OWOKK2BM5EL3,Amigos,jingsiw,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,shielake,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,shufewen,,A16Z8RIBU723CJ,A16Z8RIBU723CJ,Amigos,xuhuaju,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yejil,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,shufewen,,A277ORXBMIJ3K8,A277ORXBMIJ3K8,Amigos,zqiumin,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,weiyixu,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A1NUWMP4DA8BLV,A1NUWMP4DA8BLV,Amigos,wnyue,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,shunfenl,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,AFBG0WBCS0E6C,AFBG0WBCS0E6C,Amigos,shualia,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,qiuhuang,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CN,shufewen,,A34FYJNP0ZWVQ4,A34FYJNP0ZWVQ4,Amigos,liuruoch,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,garydeng,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
CN,shufewen,,A1WBEXYXT0LNMB,A1WBEXYXT0LNMB,Amigos,yanyuzh,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zhongd,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,A1C7PI521C2F2C,A1C7PI521C2F2C,Amigos,zhongdas,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,angterel,Approved SIV,,,,,,,,14/07/2021,Task Outcome,
CN,shufewen,,A4MZ41GUCS579,A4MZ41GUCS579,Amigos,xaoyal,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,qiuhuang,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A1KTHT2JXWNCUT,A1KTHT2JXWNCUT,Amigos,fangga,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zyinghua,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
CN,shufewen,,A36YOT4FUW7NPL,A36YOT4FUW7NPL,Amigos,zhashimi,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zhehuih,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
CN,shufewen,,A2TOCQ72GVQC2K,A2TOCQ72GVQC2K,Amigos,meliun,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,zhongd,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
CN,shufewen,,AZUGJ7HGENXJ6,AZUGJ7HGENXJ6,Amigos,shanyan,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,hongsi,Approved SIV,,,,,,,,13/07/2021,Task Outcome,
GB,hwenjun,,A34LCVL96JMGBW,A34LCVL96JMGBW,Amigos,ebelkhy,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,jrrddy,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
GB,hwenjun,,ARXKYW83X50WJ,ARXKYW83X50WJ,Amigos,ayyazbek,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,kurubam,RFI/RFD,,,,,,,,14/07/2021,Task Outcome,
GB,hwenjun,,A1G1F4UOIWO3V6,A1G1F4UOIWO3V6,Amigos,jocashma,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,ekkonark,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
GB,hwenjun,,AWLU5LT0D6I3Y,AWLU5LT0D6I3Y,Amigos,khatamar,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,amjsrd,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
US,hwenjun,,A1D23YPTQWH5H4,A1D23YPTQWH5H4,Amigos,rmarenco,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,ndmorle,Approved SIV,,,,,,,,13/07/2021,Task Outcome,
GB,hwenjun,,AS6W8LQ3XB02U,AS6W8LQ3XB02U,Amigos,mubamz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,ekkonark,Approved SIV,,,,,,,,15/07/2021,Task Outcome,
GB,hwenjun,,ASFK2KC743UI5,ASFK2KC743UI5,Amigos,hadjimy,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,hkkessle,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
GB,hwenjun,,A1C8ZJ8GCP795M,A1C8ZJ8GCP795M,Amigos,lubecm,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,kurubam,Approved SIV,,,,,,,,12/07/2021,Task Outcome,
US,hwenjun,,A1GWRFQ2P9TOW0,A1GWRFQ2P9TOW0,Amigos,amixela,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,milarami,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
GB,hwenjun,,A3BOIHP3SRR0QV,A3BOIHP3SRR0QV,Amigos,offeoli,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,silvestt,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
GB,hwenjun,,ARFXK4QWL8HTI,ARFXK4QWL8HTI,Amigos,porralin,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_Approval_ROW,ammarieg,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,hwenjun,,A1JJ13NFW5YQFC,A1JJ13NFW5YQFC,Amigos,wenrz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,angterel,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,hwenjun,,AW4TYG1HM05ZU,AW4TYG1HM05ZU,Amigos,lanchz,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,yuanwenw,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,hwenjun,,A2TKOIU6J7FN4N,A2TKOIU6J7FN4N,Amigos,yeyaji,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,xinmengg,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
CN,hwenjun,,A3EUULTPNX2L6M,A3EUULTPNX2L6M,Amigos,yangyanf,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,layiwem,RFI/RFD,,,,,,,,15/07/2021,Task Outcome,
CN,hwenjun,,A1ICESD5YQMFET,A1ICESD5YQMFET,Amigos,zhalitin,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,tsuhs,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,hwenjun,,A56GUDYLJMWBJ,A56GUDYLJMWBJ,Amigos,ngmui,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,sngjin,RFI/RFD,,,,,,,,16/07/2021,Task Outcome,
KR,hwenjun,,AZJO19NKMOIUH,AZJO19NKMOIUH,Amigos,kjeehoon,28,Transfer,,,,,,,2.00004E+13,US_Compliance_Verifiedid_Approval_KR,manupaa,RFI/RFD,,,,,,,,13/07/2021,Task Outcome,
CN,hwenjun,,A3CWW3EPP5Y7EG,A3CWW3EPP5Y7EG,Amigos,yijig,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,chejiong,Approved SIV,,,,,,,,16/07/2021,Task Outcome,
CN,hwenjun,,A3IC5L7HNSJM8U,A3IC5L7HNSJM8U,Amigos,ylizamzn,28,Transfer,,,,,,,2.00004E+13,US_Compliance_VerifiedId_BIV_Approval_CN,angterel,RFI/RFD,,,,,,,,12/07/2021,Task Outcome,
